heating_type,building_type,area,income,climate_zone,vintage,insulation_level,count,bldg_ids,zip_codes,elec_weights,gas_weights
Natural Gas,Small MF,0-1499,Moderate Income,Cold,<1960,Poor Insulation,76,9243|10905|13578|13601|44476|45160|46332|48528|72227|78040|82864|91153|93881|95866|115461|125471|134632|150025|157531|164194|171021|192044|197024|207485|210693|211132|216766|222843|227180|235405|279230|281335|299452|300529|304643|308738|312586|316121|318483|325528|334519|335155|348295|357323|358026|359415|368549|369954|374716|377928|387730|394492|394652|403181|404519|410829|412865|415653|421911|429439|432386|432754|449357|469654|474774|478483|479522|496160|496212|497239|498798|506511|516646|520360|542677|546571,02746|02746|02746|02746|02746|02746|02746|02360|02360|02360|02360|02746|02360|02746|02746|02360|02360|02746|02746|02746|02360|02746|02746|02746|02746|02746|02746|02746|02360|02746|02746|02360|02746|02360|02746|02746|02746|02746|02746|02746|02746|02746|02746|02746|02746|02746|02746|02360|02746|02746|02360|02746|02746|02746|02746|02746|02360|02746|02746|02746|02746|02360|02746|02746|02746|02360|02746|02360|02746|02746|02746|02746|02360|02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225
Natural Gas,Small MF,0-1499,Moderate Income,Cold,>2000,Average Insulation,2,85676|113432,02746|02746,252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225
Natural Gas,Small MF,0-1499,Moderate Income,Cold,>2000,Poor Insulation,3,16056|134382|283703,02746|02360|02360,252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|126.15081936512613
Natural Gas,Small MF,1500-2499,High Income,Cold,<1960,Poor Insulation,1,153733,02746,252.30163873025225,252.30163873025225
Natural Gas,Small MF,1500-2499,Low Income,Cold,1960-2000,Poor Insulation,1,93614,02746,252.30163873025225,252.30163873025225
Natural Gas,Small MF,1500-2499,Low Income,Cold,<1960,Poor Insulation,4,164616|184790|227797|480597,02746|02746|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613
Natural Gas,Small MF,1500-2499,Moderate Income,Cold,1960-2000,Poor Insulation,1,123202,02746,252.30163873025225,252.30163873025225
Natural Gas,Small MF,1500-2499,Moderate Income,Cold,<1960,Poor Insulation,1,196233,02746,252.30163873025225,252.30163873025225
Natural Gas,Small MF,2500-3999,High Income,Cold,<1960,Average Insulation,1,361677,02360,252.30163873025225,126.15081936512613
Natural Gas,Small MF,2500-3999,Moderate Income,Cold,<1960,Poor Insulation,3,310860|372682|528098,02746|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|252.30163873025225
Natural Gas,Small MF,4000+,High Income,Cold,<1960,Average Insulation,2,206645|544734,02746|02360,252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613
Natural Gas,Small MF,4000+,Low Income,Cold,<1960,Average Insulation,1,166263,02746,252.30163873025225,252.30163873025225
Natural Gas,Small MF,4000+,Low Income,Cold,<1960,Poor Insulation,1,445553,02360,252.30163873025225,126.15081936512613
Other,Large MF,0-1499,Low Income,Cold,1960-2000,Poor Insulation,1,55758,02746,252.30163873025225,252.30163873025225
Other,Large MF,0-1499,Low Income,Cold,<1960,Average Insulation,1,394161,02746,252.30163873025225,252.30163873025225
Other,Large MF,0-1499,Low Income,Cold,<1960,Poor Insulation,2,104593|303942,02360|02746,252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225
Other,Mobile,0-1499,High Income,Cold,1960-2000,Poor Insulation,1,32150,02360,252.30163873025225,126.15081936512613
Other,Mobile,0-1499,Low Income,Cold,1960-2000,Average Insulation,1,292491,02360,252.30163873025225,126.15081936512613
Other,Mobile,0-1499,Low Income,Cold,1960-2000,Poor Insulation,11,103640|103959|119581|215161|287208|351367|352351|436808|464332|481290|546713,02746|02360|02360|02360|02746|02746|02360|02360|02360|02360|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613
Other,Mobile,0-1499,Moderate Income,Cold,1960-2000,Poor Insulation,5,22319|52653|371608|418259|507189,02360|02360|02746|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225
Other,Mobile,1500-2499,Low Income,Cold,1960-2000,Poor Insulation,1,357381,02746,252.30163873025225,252.30163873025225
Other,SF,0-1499,High Income,Cold,1960-2000,Average Insulation,2,182953|398150,02360|02360,252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613
Other,SF,0-1499,High Income,Cold,1960-2000,Poor Insulation,13,105388|227035|236962|250593|258205|272472|304748|328250|377621|384297|384554|481110|513163,02746|02360|02360|02746|02360|02360|02360|02360|02360|02360|02746|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225
Other,SF,0-1499,High Income,Cold,<1960,Poor Insulation,22,67036|107379|136671|198797|211920|221185|230354|278161|303270|316804|322626|338514|379465|414961|426223|440566|454296|499696|535903|542756|549087|549164,02746|02360|02746|02360|02360|02746|02746|02746|02746|02360|02360|02360|02360|02360|02360|02746|02360|02746|02360|02746|02360|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613
Other,SF,0-1499,High Income,Cold,>2000,Average Insulation,4,72092|138345|148771|437627,02746|02746|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225
Other,SF,0-1499,High Income,Cold,>2000,Poor Insulation,2,12644|374581,02746|02746,252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225
Other,SF,0-1499,Low Income,Cold,1960-2000,Average Insulation,3,9979|28994|466577,02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|252.30163873025225
Other,SF,0-1499,Low Income,Cold,1960-2000,Poor Insulation,7,8778|24162|249014|334918|387864|469974|500884,02360|02746|02360|02360|02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225
Other,SF,0-1499,Low Income,Cold,<1960,Poor Insulation,10,8901|45680|75154|160585|276100|387785|434810|453115|505970|530802,02360|02360|02746|02746|02360|02360|02360|02746|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613
Other,SF,0-1499,Moderate Income,Cold,1960-2000,Average Insulation,9,3775|60623|67261|285291|325180|356146|384388|438215|497200,02746|02746|02746|02360|02746|02360|02360|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613
Other,SF,0-1499,Moderate Income,Cold,1960-2000,Poor Insulation,33,1274|37000|49077|56193|60836|63547|64284|67238|70471|89062|146639|148905|157021|166113|198235|199243|209008|214447|227582|287412|300509|323979|346137|373416|413915|423157|453271|462457|487550|500319|532020|544416|549816,02746|02360|02360|02360|02746|02360|02746|02360|02360|02746|02360|02360|02746|02746|02360|02746|02746|02360|02360|02746|02746|02360|02360|02360|02746|02746|02360|02360|02746|02746|02360|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613
Other,SF,0-1499,Moderate Income,Cold,<1960,Average Insulation,1,214609,02746,252.30163873025225,252.30163873025225
Other,SF,0-1499,Moderate Income,Cold,<1960,Poor Insulation,39,7310|13350|17858|36849|76343|101466|119897|132971|141514|164399|165828|170575|182387|194032|215265|245120|266527|271675|274030|280675|292772|307832|315818|367474|380241|380247|396861|406261|414493|429917|437468|446244|448693|460787|461053|477640|516376|519918|548798,02746|02360|02360|02360|02360|02360|02746|02746|02360|02360|02360|02746|02360|02746|02360|02746|02360|02746|02360|02746|02360|02360|02360|02360|02360|02360|02360|02360|02360|02360|02746|02746|02746|02360|02746|02360|02360|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225
Other,SF,0-1499,Moderate Income,Cold,>2000,Average Insulation,2,190767|391185,02360|02360,252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613
Other,SF,0-1499,Moderate Income,Cold,>2000,Poor Insulation,1,155590,02360,252.30163873025225,126.15081936512613
Other,SF,1500-2499,High Income,Cold,1960-2000,Average Insulation,21,761|22313|34603|46092|49420|86332|97496|108769|110465|127749|179020|272591|325312|371929|389928|437945|450585|454617|511324|523247|549732,02360|02746|02360|02360|02360|02746|02746|02360|02746|02360|02360|02746|02746|02746|02746|02746|02360|02746|02360|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613
Other,SF,1500-2499,High Income,Cold,1960-2000,Good Insulation,1,193728,02360,252.30163873025225,126.15081936512613
Other,SF,1500-2499,High Income,Cold,1960-2000,Poor Insulation,39,9463|76317|109201|114261|137504|138841|145446|147991|151933|175332|184472|209857|229074|229101|239650|263184|271682|272855|284258|295177|305695|306696|312150|361655|362020|368504|376126|376582|388486|402603|426930|435937|458811|481746|488229|492140|519372|527521|541874,02746|02746|02360|02360|02360|02746|02746|02360|02746|02746|02360|02360|02360|02360|02360|02746|02360|02746|02746|02746|02746|02360|02360|02360|02360|02360|02360|02360|02360|02360|02360|02746|02360|02746|02360|02360|02746|02360|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613
Other,SF,1500-2499,High Income,Cold,<1960,Average Insulation,6,83854|116005|160307|161616|220414|507438,02360|02746|02360|02360|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613
Other,SF,1500-2499,High Income,Cold,<1960,Poor Insulation,40,15963|20322|29762|31648|34609|47457|55605|56052|70912|80574|88641|119927|120625|143726|154056|175936|192903|209171|287212|291542|292733|314038|324334|341275|344259|350204|351336|364995|369107|372644|386997|409890|439810|460237|462964|487968|511790|511980|515037|525468,02360|02746|02746|02360|02360|02746|02746|02746|02360|02360|02360|02360|02746|02360|02360|02360|02360|02746|02746|02746|02746|02746|02746|02360|02360|02360|02360|02746|02360|02360|02360|02360|02360|02746|02746|02360|02360|02360|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613
Other,SF,1500-2499,High Income,Cold,>2000,Average Insulation,14,27392|76220|88671|148912|149904|252409|313513|345060|366200|386038|414186|436572|472901|548266,02746|02360|02360|02360|02746|02360|02746|02360|02746|02746|02360|02746|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225
Other,SF,1500-2499,High Income,Cold,>2000,Good Insulation,1,372681,02746,252.30163873025225,252.30163873025225
Other,SF,1500-2499,High Income,Cold,>2000,Poor Insulation,9,15831|18293|79221|178459|214746|262281|296033|307489|486271,02360|02360|02746|02746|02746|02746|02360|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225
Other,SF,1500-2499,Low Income,Cold,1960-2000,Poor Insulation,14,6634|59340|100728|142369|143073|219495|253610|265144|386160|387620|419393|451731|478181|484324,02746|02360|02746|02360|02360|02746|02360|02360|02360|02360|02746|02746|02360|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613
Other,SF,1500-2499,Low Income,Cold,<1960,Poor Insulation,13,11515|32370|107102|191709|213133|229573|250159|256474|326122|411457|445541|478696|532480,02746|02746|02360|02746|02360|02746|02746|02360|02746|02746|02360|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225
Other,SF,1500-2499,Moderate Income,Cold,1960-2000,Average Insulation,9,62398|91113|179104|227206|268888|385047|447942|450683|513009,02360|02746|02360|02360|02746|02746|02360|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613
Other,SF,1500-2499,Moderate Income,Cold,1960-2000,Poor Insulation,26,7749|15144|21257|28631|31843|97248|98120|149439|189404|213177|226723|267665|281082|299160|334848|366380|370379|374853|400890|424526|440476|452536|480023|483913|520042|534372,02746|02746|02360|02360|02360|02746|02746|02746|02746|02746|02360|02360|02360|02360|02360|02360|02360|02360|02746|02746|02746|02360|02360|02360|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225
Other,SF,1500-2499,Moderate Income,Cold,<1960,Average Insulation,4,252359|337543|391221|429620,02360|02360|02746|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225
Other,SF,1500-2499,Moderate Income,Cold,<1960,Poor Insulation,25,15082|33362|37915|79790|136021|162764|174199|203927|204178|244720|267063|280209|285199|319298|331855|363028|373273|418153|425610|444730|446671|476038|489975|510536|513736,02360|02746|02360|02360|02746|02360|02360|02746|02746|02746|02360|02360|02360|02360|02360|02360|02746|02746|02746|02360|02746|02746|02746|02360|02746,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225
Other,SF,1500-2499,Moderate Income,Cold,>2000,Average Insulation,5,35642|99675|146785|200327|344474,02360|02360|02746|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613
Other,SF,1500-2499,Moderate Income,Cold,>2000,Poor Insulation,3,50506|270338|539207,02746|02746|02360,252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|252.30163873025225|126.15081936512613
Other,SF,2500-3999,High Income,Cold,1960-2000,Average Insulation,23,3421|43698|54132|69986|118402|132271|146697|165639|200259|203054|224056|227019|263783|264235|323527|326400|326541|375007|406848|439417|460216|475640|521429,02746|02360|02746|02360|02360|02746|02360|02360|02360|02360|02360|02746|02360|02746|02360|02360|02746|02746|02360|02746|02746|02360|02360,252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225|252.30163873025225,252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|126.15081936512613|252.30163873025225|126.15081936512613|252.30163873025225|126.15081936512613|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|252.30163873025225|252.30163873025225|126.15081936512613|126.15081936512613
Other,SF,2500-3999,High Income,Cold,1960-2000,Good Insulation,1,120150,02746,252.30163873025225,252.30163873025225
