bldg_id,in.city,in.county_name,area,building_type,in.heating_setpoint,in.hvac_cooling_efficiency,cooling_type,heating_efficiency,heating_type,income,insulation_level,in.vintage,vintage,climate_zone,has_solar,in.weather_file_latitude,in.weather_file_longitude,out.bills.all_fuels.usd,out.bills.electricity.usd,out.bills.natural_gas.usd,out.electricity.cooling.energy_consumption.kwh,out.electricity.heating.energy_consumption.kwh,out.electricity.summer.peak.kw,out.electricity.total.energy_consumption.kwh,out.electricity.winter.peak.kw,out.energy_burden.percentage,out.natural_gas.heating.energy_consumption.kwh,out.natural_gas.total.energy_consumption.kwh,weight,in.state,in.zip_code,in.utility_name,in.gas_utility_name,elec_weight,gas_weight
200328,In another census Place,Rock,0-1499,SF,70F,"AC, SEER 10",Low Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,43.98,-96.32,2157.783408184051,923.8334081840507,1233.95,1161.1475800223445,0.0,5.479100000000001,6823.280655749678,4.0606,2.88,37153.205707872956,43091.70480277269,252.30163873025225,MN,56164,Northern States Power Co - Minnesota,Centerpoint Energy,252.30163873025225,252.30163873025225
200337,In another census Place,Anoka,1500-2499,SF,72F,"AC, SEER 10",Low Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1990s,1960-2000,Cold,No,45.07,-93.35,1827.119438132461,680.4794381324608,1146.64,1593.1343374562,0.0,2.835,5006.2400206819,1.731,1.41,33932.647717750406,39668.0485610208,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
200406,"MN, Minneapolis",Hennepin,0-1499,SF,70F,"Room AC, EER 10.7",Room AC,High Htg Eff,Natural Gas,Low Income,Poor Insulation,<1940,<1960,Cold,No,44.9707515,-93.26819344292213,1917.022484605668,698.6524846056683,1218.37,382.7508176449222,0.0,1.4703,5141.931926171639,1.9636,9.92,38657.83258213715,42480.94469253378,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
200525,"MN, St Louis Park",Hennepin,0-1499,SF,70F,"AC, SEER 10",Low Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,45.07,-93.35,1890.33823581225,775.34823581225,1114.99,564.7479522218722,0.0,8.4735,5714.592797288161,8.1745,2.52,32707.317573360346,38427.47872098178,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
201287,In another census Place,Scott,1500-2499,SF,72F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,1980s,1960-2000,Cold,No,44.82,-93.45,2014.3708557499788,1242.4308557499787,771.94,1598.9957588596446,0.0,6.0119,9202.138532337605,5.667,1.35,24595.69649313358,24975.80967114695,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
201526,"MN, Maple Grove",Hennepin,1500-2499,SF,60F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1960s,1960-2000,Cold,No,45.108813,-93.46237210754585,3042.6341095645557,2330.6941095645557,711.94,1362.7804763008335,0.0,8.4874,17327.827023932638,8.1721,3.69,21875.410819795008,22622.742048734177,252.30163873025225,MN,55369,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
201565,In another census Place,Hennepin,1500-2499,SF,72F,"Room AC, EER 12.0",Room AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,<1940,<1960,Cold,No,45.07,-93.35,4000.850645323635,2700.6706453236347,1300.18,397.69744222370554,0.0,9.2437,20090.314931376008,10.7181,3.09,44391.76807005667,45688.900626638926,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
201674,In another census Place,Winona,1500-2499,SF,65F,None,None,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,44.08,-91.7,2225.3315069188156,669.3715069188156,1555.96,0.0,0.0,3.5983,4923.300907823161,4.443899999999999,3.49,52563.761790738914,55718.37879007272,252.30163873025225,MN,55987,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,126.15081936512613
201727,In another census Place,Ramsey,1500-2499,SF,72F,"Room AC, EER 10.7",Room AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1980s,1960-2000,Cold,No,44.93,-93.05,2397.5648242996845,1317.1248242996844,1080.44,497.04853501208885,0.0,8.360700000000001,9759.852778875344,8.898200000000001,5.05,28254.981875303944,37072.31809250542,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co|Mn Energy Res Corp,252.30163873025225,84.10054624341741
201733,"MN, Minneapolis",Hennepin,4000+,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Average Insulation,1990s,1960-2000,Cold,No,44.9707515,-93.26819344292213,4489.827576687476,1761.6775766874757,2728.15,1332.5941560730944,0.0,6.1549,13079.175719645933,7.8841,8.15,99963.3182539731,101682.47315160335,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
201735,"MN, Brooklyn Park",Hennepin,1500-2499,SF,67F,"AC, SEER 10",Low Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1970s,1960-2000,Cold,No,45.109213999999994,-93.3440039321161,2540.050243914311,1005.7102439143113,1534.34,1437.2205281245776,0.0,9.189,7434.626908128933,8.4105,4.61,50226.813077185616,54870.81725513465,252.30163873025225,MN,55443,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
202038,In another census Place,Rice,1500-2499,SF,68F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Average Insulation,2010s,>2000,Cold,No,44.33,-93.32,1444.616160450072,832.0261604500719,612.59,549.5082565729167,0.0,2.059,6137.787422616851,2.2691999999999997,1.62,13349.09417527455,18727.241384005,252.30163873025225,MN,55021,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
202355,In another census Place,Anoka,1500-2499,SF,65F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1960s,1960-2000,Cold,No,45.07,-93.35,2060.592763469267,914.9627634692669,1145.63,1343.4377856694666,0.0,3.8535,6757.0465938907555,3.4671999999999996,2.3,34988.28971251075,39628.483966547545,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
202844,Not in a census Place,Buffalo,2500-3999,SF,72F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Other,High Income,Poor Insulation,<1940,<1960,Cold,No,44.08,-91.7,7912.11854377869,2392.31854377869,0.0,2318.7783072026223,0.0,17.8721,16542.98269801143,18.8695,2.83,0.0,0.0,252.30163873025225,MN,55987,Northern States Power Co - Minnesota,Northern States Pwr Co|Mn Energy Res Corp,252.30163873025225,126.15081936512613
203469,"MN, Brooklyn Park",Hennepin,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1970s,1960-2000,Cold,No,45.109213999999994,-93.3440039321161,2777.353925644481,1277.3639256444812,1499.99,814.1514329384333,0.0,9.747399999999999,9462.971784790883,8.6865,1.04,47193.820571973294,53523.86261662312,252.30163873025225,MN,55443,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
203505,In another census Place,Washington,1500-2499,SF,70F,Ducted Heat Pump,Heat Pump,Medium Htg Eff,Electric HP,High Income,Average Insulation,2000s,>2000,Cold,No,44.93,-93.05,4561.660248338757,4377.340248338757,184.32,1177.8526310221612,5017.083650278272,12.8072,32609.431835922824,24.8065,3.05,0.0,1934.2690631366665,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co|Centerpoint Energy,252.30163873025225,84.10054624341741
203995,"MN, Burnsville",Dakota,2500-3999,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Good Insulation,1990s,1960-2000,Cold,No,44.7739765,-93.27635857294977,2733.6391119797554,1687.2191119797556,1046.42,2390.2876483246446,0.0,5.0987,12523.219899529227,3.799,3.71,19270.009005963955,35738.25858108147,252.30163873025225,MN,55337,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
204065,In another census Place,Hennepin,2500-3999,SF,72F,None,None,Medium Htg Eff,Natural Gas,High Income,Good Insulation,2000s,>2000,Cold,No,45.07,-93.35,2486.4442988833166,1376.8642988833167,1109.58,0.0,0.0,11.1721,10205.906947677466,11.793700000000001,2.25,31709.7036504941,38215.29526617708,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
204291,"MN, St Paul",Ramsey,0-1499,SF,67F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,Low Income,Average Insulation,<1940,<1960,Cold,No,44.93,-93.05,1537.0266690209678,709.9566690209679,827.07,1407.327278967011,0.0,2.045,5226.336394381238,1.1158,4.42,18307.85668258855,27137.20881366709,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co|Mn Energy Res Corp,252.30163873025225,84.10054624341741
204325,"MN, St Paul",Ramsey,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,<1940,<1960,Cold,No,44.93,-93.05,3003.048598903207,1303.3085989032072,1699.74,1708.0181969637113,0.0,4.0665,9656.691762174723,3.5735,2.33,45864.45019767209,61356.18696697575,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co|Centerpoint Energy,252.30163873025225,84.10054624341741
204582,"MN, Plymouth",Hennepin,1500-2499,SF,68F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,2000s,>2000,Cold,No,45.022342,-93.4614920577154,1386.3711008008638,797.7211008008638,588.65,709.2319898167777,0.0,9.0793,5881.643307286327,9.5549,1.28,14033.415124126688,17788.534746243375,252.30163873025225,MN,55447,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
204651,"MN, Woodbury",Washington,1500-2499,SF,72F,"Room AC, EER 12.0",Room AC,High Htg Eff,Electric Resistance,Moderate Income,Poor Insulation,1990s,1960-2000,Cold,No,44.905228,-92.92340786091235,4346.528495679,4346.528495679,0.0,365.1665534345889,19821.275688957903,27.2538,32379.37104583763,48.7262,8.05,0.0,0.0,252.30163873025225,MN,55125,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
204687,"MN, Minneapolis",Hennepin,0-1499,SF,72F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,44.9707515,-93.26819344292213,1725.1004444363177,1048.6504444363177,676.45,849.6130324292723,0.0,15.648700000000002,7755.246658897345,16.0405,3.19,21231.24060755647,21231.24060755647,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
204734,"MN, Minneapolis",Hennepin,0-1499,SF,72F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Low Income,Poor Insulation,<1940,<1960,Cold,No,44.9707515,-93.26819344292213,2265.221925620127,1170.091925620127,1095.13,1491.438676106439,0.0,10.876299999999999,8662.0085500102,12.5587,54.1,30596.912797050172,37648.78888753418,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
204775,In another census Place,Dakota,2500-3999,SF,72F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Moderate Income,Good Insulation,2000s,>2000,Cold,No,44.85,-93.15,2196.5493263434655,1455.1693263434656,741.38,1626.5444394558333,0.0,40.867,10790.583732671052,38.5664,4.63,19502.121293540353,23777.14899414256,252.30163873025225,MN,55121,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co|Mn Energy Res Corp,252.30163873025225,84.10054624341741
204823,"MN, Minnetonka",Hennepin,2500-3999,SF,68F,"Room AC, EER 10.7",Room AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1970s,1960-2000,Cold,No,44.9352195,-93.46382747760623,3596.9827064787987,1309.9027064787986,2287.08,512.2882306610444,0.0,2.4478,9705.927701963656,4.3312,2.13,77735.04986569074,84387.17701645983,252.30163873025225,MN,55345,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
205331,"MN, Bloomington",Hennepin,0-1499,SF,65F,"AC, SEER 10",Low Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Average Insulation,1950s,<1960,Cold,No,44.8239025,-93.31703752555529,1772.4067064057367,988.0867064057365,784.32,1123.3414119701279,0.0,4.9982,7303.037997621605,4.3055,2.37,21874.531606584493,25461.13536335215,252.30163873025225,MN,55431,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
205527,In another census Place,Anoka,1500-2499,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1990s,1960-2000,Cold,No,45.07,-93.35,1705.1328241535605,673.4928241535603,1031.64,691.9407966766167,0.0,2.0646999999999998,4954.073370191244,1.9341,1.32,31360.949076989153,35158.857075350985,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
205544,"MN, St Paul",Ramsey,0-1499,SF,68F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,<1940,<1960,Cold,No,44.93,-93.05,1887.7252852161635,809.0252852161635,1078.7,939.2927799019723,0.0,4.8877,5966.047775495927,4.7053,0.67,31894.924566842943,37004.325604225465,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co|Centerpoint Energy,252.30163873025225,84.10054624341741
205734,"MN, Woodbury",Washington,1500-2499,SF,70F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,High Income,Poor Insulation,1960s,1960-2000,Cold,No,44.905228,-92.92340786091235,2841.933047650345,1989.763047650345,852.17,1044.7983651639722,0.0,12.1305,14782.211708416717,14.67,2.61,28121.634538375583,28121.634538375583,252.30163873025225,MN,55125,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
206059,"MN, Maplewood",Ramsey,0-1499,SF,72F,"AC, SEER 10",Low Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1990s,1960-2000,Cold,No,44.964135999999996,-92.99490107374541,1860.7825439098478,824.8825439098476,1035.9,636.5503644140667,0.0,5.0676000000000005,6084.448487845505,4.4005,2.92,29242.04523964399,35326.20065641932,252.30163873025225,MN,55119,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
206135,"MN, St Paul",Ramsey,0-1499,SF,70F,"Room AC, EER 10.7",Room AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,44.93,-93.05,2221.905513543347,838.345513543347,1383.56,349.34071564528887,0.0,2.0841,6184.971864914578,2.6629,2.49,42262.02060311513,48958.40148548024,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Centerpoint Energy|Northern States Pwr Co,252.30163873025225,84.10054624341741
206226,In another census Place,Hennepin,1500-2499,SF,67F,"AC, SEER 15",High Eff AC,High Htg Eff,Natural Gas,Low Income,Poor Insulation,1970s,1960-2000,Cold,No,45.07,-93.35,2223.37299179645,944.2829917964505,1279.09,1657.0238307537445,0.0,6.937399999999999,6975.970683309406,6.7741999999999996,6.97,40329.21689532933,44861.85406661291,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
206239,In another census Place,Anoka,1500-2499,SF,72F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Average Insulation,1980s,1960-2000,Cold,No,45.07,-93.35,2319.0522527064295,1052.2222527064298,1266.83,1836.0902546289722,0.0,10.024,7781.916126283017,7.312,2.6,40400.43316538118,44381.21751153047,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
206393,In another census Place,Winona,1500-2499,SF,70F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Other,High Income,Poor Insulation,1990s,1960-2000,Cold,No,44.08,-91.7,4097.739256769637,1221.0392567696374,0.0,1065.0202690058554,0.0,10.59,9042.414799093744,8.995899999999999,2.42,0.0,0.0,252.30163873025225,MN,55987,Northern States Power Co - Minnesota,Northern States Pwr Co|Mn Energy Res Corp,252.30163873025225,126.15081936512613
206562,"MN, St Paul",Ramsey,0-1499,SF,68F,"AC, SEER 10",Low Eff AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,44.93,-93.05,2510.1555465442334,1146.8555465442334,1363.3,1813.8168532958834,0.0,9.8578,8488.510476468244,10.3101,2.82,43466.835772593135,48163.885814243346,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Northern States Pwr Co|Mn Energy Res Corp|Centerpoint Energy,252.30163873025225,84.10054624341741
206582,In another census Place,Ramsey,2500-3999,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1950s,<1960,Cold,No,44.93,-93.05,3362.893214481408,1908.0432144814079,1454.85,1554.4489561934668,0.0,11.3407,14172.03774031815,12.162799999999999,5.43,41157.728810706205,51753.7133527829,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy|Mn Energy Res Corp,252.30163873025225,84.10054624341741
206639,In another census Place,Ramsey,1500-2499,SF,72F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1970s,1960-2000,Cold,No,44.93,-93.05,1518.755223720043,697.9852237200429,820.77,641.8256436771667,0.0,2.6881999999999997,5136.94971797871,2.343,2.27,21965.969780478226,26890.442972582077,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co|Mn Energy Res Corp,252.30163873025225,84.10054624341741
207095,"MN, Eagan",Dakota,0-1499,SF,68F,"AC, SEER 13",High Eff AC,High Htg Eff,Electric Resistance,High Income,Average Insulation,1990s,1960-2000,Cold,No,44.85,-93.15,2875.218242875154,2875.218242875154,0.0,1253.1718960564222,11935.905474904093,9.0827,21393.60198043188,17.019,2.23,0.0,0.0,252.30163873025225,MN,55121,Northern States Power Co - Minnesota,Mn Energy Res Corp|Northern States Pwr Co|Centerpoint Energy,252.30163873025225,84.10054624341741
207250,Not in a census Place,Carver,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1960s,1960-2000,Cold,No,44.82,-93.45,3486.3654939376474,1511.4154939376474,1974.95,3173.9596899651665,0.0,6.7012,11210.554576227845,5.4497,7.35,66505.73874097186,72147.9429839275,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
207301,"MN, Brooklyn Park",Hennepin,1500-2499,SF,68F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,Low Income,Average Insulation,1980s,1960-2000,Cold,No,45.109213999999994,-93.3440039321161,3257.945904561251,1889.0459045612513,1368.9,1920.4947228385722,0.0,8.5211,14030.191342354794,7.1269,11.95,30093.123627424124,48383.39604580234,252.30163873025225,MN,55443,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
207331,In another census Place,Ramsey,1500-2499,SF,72F,"Room AC, EER 10.7",Room AC,High Htg Eff,Natural Gas,Moderate Income,Poor Insulation,<1940,<1960,Cold,No,44.93,-93.05,3410.2355495480015,1484.1755495480018,1926.06,417.33320392524445,0.0,7.0112,11007.163253528322,7.8134,4.96,68942.03854731355,70230.67204286081,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
207420,In another census Place,Washington,1500-2499,SF,72F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1980s,1960-2000,Cold,No,44.93,-93.05,2148.643195200455,788.1831952004549,1360.46,1384.4677354935777,0.0,4.7772,5810.427037234478,4.3065,3.87,43441.04551841798,48052.51880757789,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy|Mn Energy Res Corp,252.30163873025225,84.10054624341741
207556,"MN, Brooklyn Park",Hennepin,1500-2499,SF,70F,"AC, SEER 10",Low Eff AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,1990s,1960-2000,Cold,No,45.109213999999994,-93.3440039321161,3068.125101783169,1901.135101783169,1166.99,1400.0005022127057,0.0,9.3944,14120.457231967837,10.3948,2.05,24337.50088031185,40466.37415616993,252.30163873025225,MN,55443,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
207598,In another census Place,Carver,4000+,SF,65F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Good Insulation,2000s,>2000,Cold,No,44.82,-93.45,2699.7052993014076,1606.7552993014074,1092.95,2398.4936382894666,0.0,7.5582,11922.424205676172,7.125,1.43,36274.578639496634,37563.21213504389,252.30163873025225,MN,55347,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
207638,In another census Place,Ramsey,2500-3999,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,1980s,1960-2000,Cold,No,44.93,-93.05,4033.56241320521,2088.79241320521,1944.77,995.2693543048666,0.0,9.058,15521.630018461234,7.559,3.12,62355.266245192855,70964.52200257206,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Mn Energy Res Corp|Centerpoint Energy|Northern States Pwr Co,252.30163873025225,84.10054624341741
207743,In another census Place,Washington,2500-3999,SF,68F,"AC, SEER 10",Low Eff AC,High Htg Eff,Natural Gas,High Income,Average Insulation,2000s,>2000,Cold,No,44.93,-93.05,2405.7838371550106,1532.4538371550104,873.33,2491.9833096744055,0.0,12.0157,11367.640669840155,11.664299999999999,0.86,24049.70508940273,28951.318738033144,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
207874,Not in a census Place,Winona,1500-2499,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1990s,1960-2000,Cold,No,44.08,-91.7,1969.8066405257339,907.4266405257338,1062.38,857.5259513239223,0.0,13.4636,6700.776948417689,12.6865,2.21,31584.56230353056,36364.25838696933,252.30163873025225,MN,55987,Northern States Power Co - Minnesota,Northern States Pwr Co|Mn Energy Res Corp,252.30163873025225,126.15081936512613
207922,"MN, Maple Grove",Hennepin,1500-2499,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Poor Insulation,1970s,1960-2000,Cold,No,45.108813,-93.46237210754585,2436.8985680942615,979.6085680942617,1457.29,860.4566620256444,0.0,5.66,7239.734646464405,5.3568999999999996,5.75,44377.70065868841,51849.25452165904,252.30163873025225,MN,55369,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
207926,In another census Place,Hennepin,0-1499,SF,65F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,Moderate Income,Average Insulation,1960s,1960-2000,Cold,No,45.07,-93.35,1510.4144355954913,787.5944355954913,722.82,768.1392749213944,0.0,3.5939,5806.0309711818945,3.0964,1.7,19580.66434034651,23049.746597975107,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy,252.30163873025225,126.15081936512613
208024,In another census Place,Dakota,1500-2499,SF,70F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1960s,1960-2000,Cold,No,44.85,-93.15,3148.634838953215,1394.6448389532152,1753.99,3023.028088826472,0.0,5.2538,10338.668142465483,3.9386,1.67,56149.77940536623,63483.58986535592,252.30163873025225,MN,55121,Northern States Power Co - Minnesota,Mn Energy Res Corp|Centerpoint Energy|Northern States Pwr Co,252.30163873025225,84.10054624341741
208236,In another census Place,Dakota,1500-2499,SF,68F,"AC, SEER 13",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Average Insulation,1990s,1960-2000,Cold,No,44.85,-93.15,2136.316289328079,1192.3862893280793,943.93,1219.4687229866165,0.0,2.5861,8828.472917868023,2.8198000000000003,1.43,24271.266818452925,31719.668066879956,252.30163873025225,MN,55121,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
208384,In another census Place,Ramsey,1500-2499,SF,70F,"AC, SEER 15",High Eff AC,Medium Htg Eff,Natural Gas,High Income,Poor Insulation,1980s,1960-2000,Cold,No,44.93,-93.05,1851.8531110948663,1012.8931110948663,838.96,970.9444554805723,0.0,3.4596999999999998,7488.25891397045,4.167,1.1,21201.933500539242,27603.484886311093,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Centerpoint Energy|Mn Energy Res Corp|Northern States Pwr Co,252.30163873025225,84.10054624341741
208420,In another census Place,Polk,0-1499,SF,65F,"AC, SEER 15",High Eff AC,Low Htg Eff,Other,Moderate Income,Average Insulation,1950s,<1960,Cold,No,44.93,-93.05,2151.7911289346275,1533.1611289346276,0.0,1346.661567441361,0.0,7.830100000000001,10576.9349225155,7.8598,4.53,0.0,0.0,252.30163873025225,MN,55107,Northern States Power Co - Minnesota,Northern States Pwr Co|Centerpoint Energy|Mn Energy Res Corp,252.30163873025225,84.10054624341741
208452,"MN, Minneapolis",Hennepin,0-1499,SF,70F,"AC, SEER 13",High Eff AC,High Htg Eff,Electric Resistance,Moderate Income,Poor Insulation,1950s,<1960,Cold,No,44.9707515,-93.26819344292213,4328.904958170425,4328.904958170425,0.0,872.4725759027056,20285.79333518088,9.210600000000001,32247.7821353303,18.966900000000003,4.83,0.0,0.0,252.30163873025225,MN,55404,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
209016,In another census Place,Anoka,4000+,SF,78F,"AC, SEER 13",High Eff AC,High Htg Eff,Natural Gas,High Income,Good Insulation,2000s,>2000,Cold,No,45.07,-93.35,5275.826670888162,2487.6966708881623,2788.13,1089.34516783015,0.0,6.4607,18500.11130462153,6.0403,4.76,88323.70763101312,104034.36848973545,252.30163873025225,MN,55429,Northern States Power Co - Minnesota,Centerpoint Energy|Northern States Pwr Co,252.30163873025225,126.15081936512613
