Area,Company,Item,2020,2021,2022,2023
Missouri,LIBERTY UTILITES,Residential Volume,2767396,2855594,2983081,2430200
Missouri,LIBERTY UTILITES,Commercial Volume,1842681,1820499,2202644,1854265
Missouri,LIBERTY UTILITES,Industrial Volume,3389447,3636794,3413448,3491511
Kentucky,LIBERTY GAS CO,Residential Volume,14171,14818,15073,14650
Kentucky,LIBERTY GAS CO,Commercial Volume,62843,68133,67091,67683
West Virginia,LIBERTY PL CO INC,Residential Volume,62,55,45,65
West Virginia,LIBERTY PL CO INC,Commercial Volume,0,0,0,0
Mississippi,LIBERTY TOWN OF,Residential Volume,6986,7763,6715,5448
Mississippi,LIBERTY TOWN OF,Commercial Volume,4155,4517,5217,4090
Mississippi,LIBERTY TOWN OF,Industrial Volume,802,941,911,598
New Hampshire,LIBERTY UTILITIES DBA ENERGY NORTH N,Residential Volume,5668410,5689718,5685583,5371384
New Hampshire,LIBERTY UTILITIES DBA ENERGY NORTH N,Commercial Volume,6225075,6401683,6322843,6818777
New Hampshire,LIBERTY UTILITIES DBA ENERGY NORTH N,Industrial Volume,3744085,3737640,3440890,3828592
Massachusetts,LIBERTY UTILITIES NENGC CORP,Residential Volume,3677992,3871308,3806995,3599193
Massachusetts,LIBERTY UTILITIES NENGC CORP,Commercial Volume,1638360,1766277,1797714,1673333
Massachusetts,LIBERTY UTILITIES NENGC CORP,Industrial Volume,649359,650105,631308,557083
New York,LIBERTY UTILITIES-ST LAWRENCE GAS,Residential Volume,1491501,1439712,1526676,1367335
New York,LIBERTY UTILITIES-ST LAWRENCE GAS,Commercial Volume,1925190,1900920,1821443,1898307
New York,LIBERTY UTILITIES-ST LAWRENCE GAS,Industrial Volume,3245464,3401601,3553382,3424354
New York,LIBERTY UTILITIES-ST LAWRENCE GAS,Electric Power Volume,170890,298402,173529,329097
Illinois,LIBERTY UTILITY MIDSTATES CO,Residential Volume,1257442,1355042,1367357,1109875
Illinois,LIBERTY UTILITY MIDSTATES CO,Commercial Volume,673993,867709,966781,970396
Illinois,LIBERTY UTILITY MIDSTATES CO,Industrial Volume,355586,252534,262818,189200
Tennessee,LINDEN TOWN OF,Residential Volume,49856,59957,53932,49130
Tennessee,LINDEN TOWN OF,Commercial Volume,34143,37705,25323,18381
Tennessee,LINDEN TOWN OF,Industrial Volume,21,22,8410,6422
Kentucky,LINDSEY AND ELLIOTT,Residential Volume,2416,2869,2673,1802
Kentucky,LINDSEY AND ELLIOTT,Commercial Volume,363,398,518,173
Iowa,LINEVILLE MUN NAT GAS SYSTEM,Residential Volume,5913,5904,6474,5847
Iowa,LINEVILLE MUN NAT GAS SYSTEM,Commercial Volume,1450,1527,1705,1436
Indiana,LINTON CITY OF,Residential Volume,137682,145902,145738,133491
Indiana,LINTON CITY OF,Commercial Volume,67266,72734,74086,69892
Kansas,LITTLE RIVER CITY OF,Residential Volume,12011,11415,12411,11219
Kansas,LITTLE RIVER CITY OF,Commercial Volume,5923,5569,6797,5122
Florida,LIVE OAK CITY OF,Residential Volume,8330,9771,8076,8627
Florida,LIVE OAK CITY OF,Commercial Volume,29059,34149,34080,35492
Florida,LIVE OAK CITY OF,Industrial Volume,48235,48229,48972,47504
Alabama,LIVINGSTON CITY OF,Residential Volume,21068,24386,20558,21124
Alabama,LIVINGSTON CITY OF,Commercial Volume,11344,13131,13706,14082
Louisiana,LIVINGSTON GAS & UTILITY CO,Residential Volume,38734,54488,42288,40084
Louisiana,LIVINGSTON GAS & UTILITY CO,Commercial Volume,20697,22840,19362,19215
Louisiana,LIVINGSTON PARISH GUD 1,Residential Volume,19277,28653,21263,20630
Louisiana,LIVINGSTON PARISH GUD 1,Commercial Volume,8124,6571,5213,4306
Louisiana,LIVINGSTON PARISH GUD 1,Industrial Volume,46117,50234,45924,37463
Louisiana,LIVINGSTON TOWN OF,Residential Volume,12971,17086,16276,13027
Louisiana,LIVINGSTON TOWN OF,Commercial Volume,6996,8067,19177,19325
Louisiana,LIVINGSTON TOWN OF,Industrial Volume,11711,11395,8,0
Tennessee,LIVINGSTON TOWN OF,Residential Volume,48020,71440,55137,49686
Tennessee,LIVINGSTON TOWN OF,Commercial Volume,59420,55247,73317,65795
Tennessee,LIVINGSTON TOWN OF,Industrial Volume,80627,90711,114892,113671
Louisiana,LIVONIA GAS AND WATER,Residential Volume,8737,9277,9877,7730
Louisiana,LIVONIA GAS AND WATER,Commercial Volume,4058,4794,5275,4561
Indiana,LNG INDY LLC DBA KINETRIX ENERGY,Commercial Volume,,6203856,4622484,2868362
Indiana,LNG INDY LLC DBA KINETRIX ENERGY,Industrial Volume,,1371305,1266737,1927204
Indiana,LNG INDY LLC DBA KINETRIX ENERGY,Vehicle Fuel Volume,,1838299,1621900,1396132
Tennessee,LOBELVILLE CITY OF,Residential Volume,10180,9463,11052,9135
Tennessee,LOBELVILLE CITY OF,Commercial Volume,3635,3869,4639,3309
Tennessee,LOBELVILLE CITY OF,Industrial Volume,18832,9751,3133,2917
Arkansas,LOGAN TWP GAS USERS ASSN,Residential Volume,6246,4441,4705,3866
Arkansas,LOGAN TWP GAS USERS ASSN,Commercial Volume,421,414,602,488
Louisiana,LOGANSPORT TOWN OF,Residential Volume,7242,6677,6158,6152
Louisiana,LOGANSPORT TOWN OF,Commercial Volume,6734,7760,4266,4326
California,LONG BEACH CITY OF,Residential Volume,4702246,4585108,4341724,4424200
California,LONG BEACH CITY OF,Commercial Volume,1605528,1717532,1692743,1767271
California,LONG BEACH CITY OF,Industrial Volume,1481200,1580686,1538007,1776610
California,LONG BEACH CITY OF,Electric Power Volume,919545,820155,369140,621596
California,LONG BEACH CITY OF,Vehicle Fuel Volume,288231,341390,364101,441955
New Mexico,LORDSBURG CITY OF,Residential Volume,35080,35487,34218,52227
New Mexico,LORDSBURG CITY OF,Commercial Volume,23799,21245,22213,35103
Tennessee,LORETTO CITY OF,Residential Volume,32780,32937,41356,29128
Tennessee,LORETTO CITY OF,Commercial Volume,16373,27088,20879,25715
Iowa,LORIMOR MUNICIPAL GAS SYS,Residential Volume,10186,8560,8674,8919
Iowa,LORIMOR MUNICIPAL GAS SYS,Commercial Volume,1684,1905,1942,1404
Tennessee,LOUDON UTIL GAS DEPT,Residential Volume,149028,178620,168416,168416
Tennessee,LOUDON UTIL GAS DEPT,Commercial Volume,147070,172461,178676,178676
Tennessee,LOUDON UTIL GAS DEPT,Industrial Volume,2651723,2856122,3119276,3119276
Kansas,LOUISBURG CITY OF,Residential Volume,81989,86073,87309,83047
Kansas,LOUISBURG CITY OF,Commercial Volume,32142,35425,37957,36124
Georgia,LOUISVILLE CITY OF,Residential Volume,16709,19632,18354,15601
Georgia,LOUISVILLE CITY OF,Commercial Volume,22561,25595,23855,22171
Georgia,LOUISVILLE CITY OF,Industrial Volume,48471,52402,67531,57712
Kentucky,LOUISVILLE GAS AND ELECTRIC CO,Residential Volume,17660284,17956916,19050271,15636807
Kentucky,LOUISVILLE GAS AND ELECTRIC CO,Commercial Volume,10548227,10779775,12089930,10613514
Kentucky,LOUISVILLE GAS AND ELECTRIC CO,Industrial Volume,13163216,14266213,15383530,14813614
Kentucky,LOUISVILLE GAS AND ELECTRIC CO,Electric Power Volume,217396,269931,255892,212775
Illinois,LOUISVILLE VILLAGE OF,Residential Volume,21489,22716,24181,21594
Illinois,LOUISVILLE VILLAGE OF,Commercial Volume,17589,18788,19605,15359
Texas,LOWER COLORADO RIVER AUTHORITY,Electric Power Volume,6084106,5780876,6265927,5133004
Wyoming,LOWER VALLEY ENERGY INC,Residential Volume,276830,266981,338608,330092
Wyoming,LOWER VALLEY ENERGY INC,Commercial Volume,591603,579679,686436,734465
Wyoming,LOWER VALLEY ENERGY INC,Vehicle Fuel Volume,1671,1637,1225,2375
Kansas,LYONS CITY OF,Residential Volume,85865,82084,78386,67009
Kansas,LYONS CITY OF,Commercial Volume,41201,39831,39152,52235
Kansas,LYONS CITY OF,Industrial Volume,15708,14695,15455,17154
Nebraska,LYONS CITY OF,Residential Volume,30122,27886,32929,28435
Nebraska,LYONS CITY OF,Commercial Volume,6471,10956,8452,15376
Nebraska,LYONS CITY OF,Industrial Volume,8067,7460,8857,
Nebraska,LYONS CITY OF,Other Volume,,,,4064
Texas,LYTLE CITY OF,Residential Volume,6210,6490,6252,5614
Texas,LYTLE CITY OF,Commercial Volume,15762,17666,17440,17127
Missouri,MACON MUNICIPAL UTILITIES,Residential Volume,120832,120267,125773,108893
Missouri,MACON MUNICIPAL UTILITIES,Commercial Volume,82606,87833,97562,82528
Missouri,MACON MUNICIPAL UTILITIES,Industrial Volume,1128502,1063669,1068999,1188603
Missouri,MACON MUNICIPAL UTILITIES,Electric Power Volume,1002267,1016594,1027840,997061
Florida,MADISON CITY OF,Residential Volume,15717,17822,14239,13626
Florida,MADISON CITY OF,Commercial Volume,46499,46691,39957,39218
Florida,MADISON CITY OF,Industrial Volume,56268,57852,49619,47504
Georgia,MADISON CITY OF,Residential Volume,62280,72640,70210,71183
Georgia,MADISON CITY OF,Commercial Volume,78724,90137,83912,83021
Georgia,MADISON CITY OF,Industrial Volume,221636,198630,197699,193188
Missouri,MADISON CITY OF,Residential Volume,8703,7832,8711,8036
Missouri,MADISON CITY OF,Commercial Volume,4503,4868,4922,4564
Ohio,MADISON ENERGY COOPERATIVE ASSOC INC,Residential Volume,160676,173682,172655,170530
Ohio,MADISON ENERGY COOPERATIVE ASSOC INC,Commercial Volume,103407,122937,153412,175664
Wisconsin,MADISON GAS ELEC CO,Residential Volume,11317300,11266862,10193673,11136248
Wisconsin,MADISON GAS ELEC CO,Commercial Volume,12087196,11607155,12107486,12637551
Wisconsin,MADISON GAS ELEC CO,Industrial Volume,1576969,1608456,1580704,1633992
Wisconsin,MADISON GAS ELEC CO,Electric Power Volume,4288071,3707206,3896513,4061728
Wisconsin,MADISON GAS ELEC CO,Vehicle Fuel Volume,172728,170715,141597,121893
Tennessee,MADISONVILLE CITY OF,Residential Volume,37619,43855,39932,37248
Tennessee,MADISONVILLE CITY OF,Commercial Volume,46095,48348,47776,61091
Louisiana,MADISONVILLE TOWN OF,Residential Volume,223295,287075,253055,231943
Louisiana,MADISONVILLE TOWN OF,Commercial Volume,12588,15760,15936,16052
Louisiana,MADISONVILLE TOWN OF,Industrial Volume,5023,2117,165,0
Texas,MAGIC VALLEY PIPELINE LP,Electric Power Volume,42519,38005,32356324,20870327
Louisiana,MAGNOLIA NATURAL GAS LLC,Residential Volume,5084,,5614,4659
Louisiana,MAGNOLIA NATURAL GAS LLC,Commercial Volume,605,,777,836
Maine,MAINE NATURAL GAS CORP,Residential Volume,379566,357822,392700,382697
Maine,MAINE NATURAL GAS CORP,Commercial Volume,1753517,1704158,1675841,1608821
Maine,MAINE NATURAL GAS CORP,Industrial Volume,68872,60929,44534,35788
Maine,MAINE NATURAL GAS CORP,Electric Power Volume,7130600,13063258,16899321,16188859
Kentucky,MAJOR PIPELINE LLC,Industrial Volume,555412,239889,110802,5236
Louisiana,MAMOU TOWN OF,Residential Volume,20440,23143,19422,17082
Louisiana,MAMOU TOWN OF,Commercial Volume,27278,23047,27519,12346
Iowa,MANILLA CITY OF,Residential Volume,20079,18598,21460,18235
Iowa,MANILLA CITY OF,Commercial Volume,3091,3006,4461,4357
Iowa,MANILLA CITY OF,Industrial Volume,470,2531,591,0
Iowa,MANILLA CITY OF,Electric Power Volume,1023,954,1124,1023
Iowa,MANNING MUN NAT GAS,Residential Volume,48154,47507,57644,48880
Iowa,MANNING MUN NAT GAS,Commercial Volume,34793,103922,114479,100908
Iowa,MANNING MUN NAT GAS,Industrial Volume,475033,447860,439684,432266
Alabama,MAPLESVILLE UT BD,Residential Volume,9908,13317,10441,9233
Alabama,MAPLESVILLE UT BD,Commercial Volume,5845,6550,6276,5254
Alabama,MAPLESVILLE UT BD,Industrial Volume,3987,11086,5768,6784
Iowa,MAPLETON CITY OF,Residential Volume,26670,24400,27930,23833
Iowa,MAPLETON CITY OF,Commercial Volume,13382,13262,15259,14563
Iowa,MAPLETON CITY OF,Industrial Volume,4581,4689,5460,5603
Florida,MARIANNA CITY OF,Residential Volume,15212,18107,16669,14577
Florida,MARIANNA CITY OF,Commercial Volume,151117,172442,167673,160181
Florida,MARIANNA CITY OF,Vehicle Fuel Volume,4129,5099,5630,4969
Texas,MARIETTA CITY OF,Residential Volume,8781,9813,8685,8088
Texas,MARIETTA CITY OF,Commercial Volume,3653,2525,3692,3443
Louisiana,MARINGOUIN TOWN OF,Residential Volume,16761,21048,25969,26641
Louisiana,MARINGOUIN TOWN OF,Commercial Volume,2836,4552,7759,3082
Tennessee,MARION NATURAL GAS SYSTEM,Residential Volume,59005,64628,73765,58847
Tennessee,MARION NATURAL GAS SYSTEM,Commercial Volume,125059,160461,164269,132304
Tennessee,MARION NATURAL GAS SYSTEM,Industrial Volume,209290,219742,236643,242851
Maine,MARITIMES NORTHEAST PIPELINE LLC,Industrial Volume,5407757,5295236,5675855,8051072
Maine,MARITIMES NORTHEAST PIPELINE LLC,Electric Power Volume,1363891,3878105,4783913,6745884
Massachusetts,MARITIMES NORTHEAST PIPELINE LLC,Industrial Volume,848,867,922,335583
New Hampshire,MARITIMES NORTHEAST PIPELINE LLC,Industrial Volume,878333,913938,1144687,1241666
New Hampshire,MARITIMES NORTHEAST PIPELINE LLC,Electric Power Volume,3386302,8794648,7341568,6044529
Texas,MARKHAM GAS CORP,Residential Volume,4627,5832,6449,4020
Texas,MARKHAM GAS CORP,Commercial Volume,399,790,382,273
Texas,MARKHAM GAS CORP,Industrial Volume,0,155,136,16
New Mexico,MARKWEST NEW MEXICO L P,Electric Power Volume,46661944,38552689,41494383,52755222
Illinois,MARSHALL CITY OF,Residential Volume,136133,146342,148446,129745
Illinois,MARSHALL CITY OF,Commercial Volume,50960,55959,56843,50670
Illinois,MARSHALL CITY OF,Industrial Volume,18980,19504,19982,18680
Alabama,MARSHALL CTY GAS DIST,Residential Volume,600340,690943,668492,601618
Alabama,MARSHALL CTY GAS DIST,Commercial Volume,674246,766055,759818,722771
Alabama,MARSHALL CTY GAS DIST,Industrial Volume,2063724,2104249,2226822,2064452
Missouri,MARSHALL MUNICIPAL UTILITIES,Industrial Volume,1379671,1542514,1555457,1535164
Missouri,MARSHALL MUNICIPAL UTILITIES,Electric Power Volume,33890,115768,107185,19568
Tennessee,MARTIN CITY OF,Residential Volume,90808,103798,101385,88286
Tennessee,MARTIN CITY OF,Commercial Volume,181691,202506,196842,348679
Tennessee,MARTIN CITY OF,Industrial Volume,241055,261675,269767,300793
Kentucky,MARTIN GAS INC,Residential Volume,15866,19445,24608,18637
Kentucky,MARTIN GAS INC,Commercial Volume,10142,8736,13955,11349
Illinois,MARTINSVILLE CITY OF,Residential Volume,32017,30691,32625,27022
Illinois,MARTINSVILLE CITY OF,Commercial Volume,12815,17705,14802,13333
Illinois,MARTINSVILLE CITY OF,Industrial Volume,14275,16763,20148,16895
Tennessee,MASON NATURAL GAS,Residential Volume,40253,22221,21565,13153
Tennessee,MASON NATURAL GAS,Commercial Volume,8350,12958,1891,1850
Tennessee,MASON NATURAL GAS,Industrial Volume,,0,,
Tennessee,MAURY CITY GAS DEPT,Residential Volume,22265,25421,24852,23301
Tennessee,MAURY CITY GAS DEPT,Commercial Volume,5541,7509,6636,6450
Tennessee,MAURY CITY GAS DEPT,Industrial Volume,8920,5491,9221,7799
Ohio,MCCOMB NATURAL GAS,Residential Volume,35632,34112,37038,31687
Ohio,MCCOMB NATURAL GAS,Commercial Volume,14873,14114,16991,14260
Ohio,MCCOMB NATURAL GAS,Industrial Volume,6748,6672,8181,6865
Kansas,MCFARLAND CITY OF,Residential Volume,6081,5628,5775,6934
Kansas,MCFARLAND CITY OF,Commercial Volume,464,836,484,533
Texas,MCLEAN CITY OF,Residential Volume,28068,26574,25971,24270
Texas,MCLEAN CITY OF,Commercial Volume,4298,3175,3037,3711
Illinois,MCLEANSBORO CITY OF,Residential Volume,82688,79635,85988,71505
Illinois,MCLEANSBORO CITY OF,Commercial Volume,47271,48219,49402,41717
Kansas,MCLOUTH CITY OF,Residential Volume,20501,19275,20313,18543
Kansas,MCLOUTH CITY OF,Commercial Volume,6723,6712,8047,7117
Louisiana,MELVILLE TOWN OF,Residential Volume,5390,3537,7551,6572
Louisiana,MELVILLE TOWN OF,Commercial Volume,718,525,1634,1363
Tennessee,MEMPHIS LIGHT GAS AND WATER,Residential Volume,18402121,20436715,19402398,16517633
Tennessee,MEMPHIS LIGHT GAS AND WATER,Commercial Volume,12051454,14282466,13809150,10535959
Tennessee,MEMPHIS LIGHT GAS AND WATER,Industrial Volume,23120688,22919187,24597259,21591834
Tennessee,MEMPHIS LIGHT GAS AND WATER,Electric Power Volume,24773548,29818621,33182949,34843864
Tennessee,MEMPHIS LIGHT GAS AND WATER,Vehicle Fuel Volume,4831,22647,36990,49398
Missouri,MERCER MUNICIPAL NATURAL GAS SYSTEM,Residential Volume,4740,5201,5738,5079
Missouri,MERCER MUNICIPAL NATURAL GAS SYSTEM,Commercial Volume,3525,3413,3893,3349
Kansas,MERIT ANADARKO GATHERING CO,Industrial Volume,499160,346085,261814,251845
Kansas,MERIT ENERGY CO,Industrial Volume,199110,181326,163200,107041
Oklahoma,MERIT ENERGY CO,Industrial Volume,5809,163,80,
Arizona,MESA CITY OF,Residential Volume,1584725,1523576,1635020,1796199
Arizona,MESA CITY OF,Commercial Volume,1471237,1558808,1609970,1610705
Arizona,MESA CITY OF,Industrial Volume,138233,124456,147912,169655
Arizona,MESA CITY OF,Vehicle Fuel Volume,282558,290941,305640,322828
Mississippi,METCALFE NAT GAS SYS,Residential Volume,11915,10392,8022,9023
Mississippi,METCALFE NAT GAS SYS,Commercial Volume,171,168,116,161
Nebraska,METROPOLITAN UTILITIES DIST OF OMAHA,Residential Volume,16189987,15891969,17495783,16380126
Nebraska,METROPOLITAN UTILITIES DIST OF OMAHA,Commercial Volume,10010675,9923448,9688787,9450132
Nebraska,METROPOLITAN UTILITIES DIST OF OMAHA,Industrial Volume,3878740,4096821,5268963,5349951
Nebraska,METROPOLITAN UTILITIES DIST OF OMAHA,Electric Power Volume,999340,1663814,3006464,3939727
Nebraska,METROPOLITAN UTILITIES DIST OF OMAHA,Vehicle Fuel Volume,38552,239612,296167,257561
Michigan,MICHIGAN GAS UTILITIES CO,Residential Volume,12728237,13179160,14835699,12369728
Michigan,MICHIGAN GAS UTILITIES CO,Commercial Volume,6181737,6126763,7455210,6700807
Michigan,MICHIGAN GAS UTILITIES CO,Industrial Volume,12323423,12751066,12898444,12722534
Michigan,MICHIGAN GAS UTILITIES CO,Electric Power Volume,93556,96241,114740,62549
Kansas,MID CONTINENT MRKT CENTER,Commercial Volume,3715389,3472225,2467097,2551521
Kansas,MID CONTINENT MRKT CENTER,Industrial Volume,12685619,13450448,11151893,13104771
Illinois,MIDAMERICAN ENERGY COMPANY,Residential Volume,4764969,4646715,5066119,4307074
Illinois,MIDAMERICAN ENERGY COMPANY,Commercial Volume,3209755,3323589,3618765,3146325
Illinois,MIDAMERICAN ENERGY COMPANY,Industrial Volume,1883500,1959685,2275784,2125085
Illinois,MIDAMERICAN ENERGY COMPANY,Electric Power Volume,13014753,14802977,2511844,5090513
Iowa,MIDAMERICAN ENERGY COMPANY,Residential Volume,37022269,35517377,41081403,34644094
Iowa,MIDAMERICAN ENERGY COMPANY,Commercial Volume,28660182,28818106,33541684,30483500
Iowa,MIDAMERICAN ENERGY COMPANY,Industrial Volume,68682193,67897707,68586838,70566940
Iowa,MIDAMERICAN ENERGY COMPANY,Electric Power Volume,5831056,11121465,12196911,16477777
Nebraska,MIDAMERICAN ENERGY COMPANY,Residential Volume,225462,284504,280911,247561
Nebraska,MIDAMERICAN ENERGY COMPANY,Commercial Volume,204543,327941,256899,255600
Nebraska,MIDAMERICAN ENERGY COMPANY,Industrial Volume,1535981,1585930,1849440,1626714
South Dakota,MIDAMERICAN ENERGY COMPANY,Residential Volume,5802033,5370096,6638334,5811064
South Dakota,MIDAMERICAN ENERGY COMPANY,Commercial Volume,6167851,5978559,7073598,6476277
South Dakota,MIDAMERICAN ENERGY COMPANY,Industrial Volume,2471585,2377960,2525080,2292683
Texas,MIDCOAST PIPELINES EAST TEXAS LP,Industrial Volume,18972712,42367650,51871716,56489872
Louisiana,MIDCONTINENT EXPRESS PIPELINE,Electric Power Volume,1048460,88389,1321382,1400943
Tennessee,MIDDLE TENNESSEE UTIL DIST,Residential Volume,2518058,3036487,2892241,2706749
Tennessee,MIDDLE TENNESSEE UTIL DIST,Commercial Volume,1146337,1395159,1385758,1366837
Tennessee,MIDDLE TENNESSEE UTIL DIST,Industrial Volume,4246985,4740971,4649024,4546424
Massachusetts,MIDDLEBOROUGH GAS & ELECTRIC DEPT,Residential Volume,326366,332543,316716,297417
Massachusetts,MIDDLEBOROUGH GAS & ELECTRIC DEPT,Commercial Volume,273597,288570,294502,262582
Massachusetts,MIDDLEBOROUGH GAS & ELECTRIC DEPT,Industrial Volume,360932,370174,238699,166942
Massachusetts,MIDDLEBOROUGH GAS & ELECTRIC DEPT,Electric Power Volume,3080,1942,2249,2352
Massachusetts,MIDDLEBOROUGH GAS & ELECTRIC DEPT,Vehicle Fuel Volume,2557,2931,18009,69190
Tennessee,MIDDLETON GAS DEPARTMENT CITY OF,Residential Volume,12620,15499,14340,12951
Tennessee,MIDDLETON GAS DEPARTMENT CITY OF,Commercial Volume,8531,11618,11370,9204
Tennessee,MIDDLETON GAS DEPARTMENT CITY OF,Industrial Volume,106624,98307,395359,422946
Missouri,MIDDLETOWN MUN GAS SYSTEM,Residential Volume,3066,2978,3021,2772
Missouri,MIDDLETOWN MUN GAS SYSTEM,Commercial Volume,2081,2263,2218,1600
Kansas,MIDWEST ENERGY INC,Residential Volume,2291694,2242535,2335148,2200005
Kansas,MIDWEST ENERGY INC,Commercial Volume,1834861,1832176,1868335,1751518
Kansas,MIDWEST ENERGY INC,Industrial Volume,8506889,7922666,9779258,7334977
Kansas,MIDWEST ENERGY INC,Electric Power Volume,2041,1964,5126,7624
Indiana,MIDWEST NATURAL GAS,Residential Volume,690531,742661,769135,640279
Indiana,MIDWEST NATURAL GAS,Commercial Volume,711323,791718,834458,790301
Indiana,MIDWEST NATURAL GAS,Industrial Volume,1656136,1608967,1680255,1597349
Wisconsin,MIDWEST NATURAL GAS INC,Residential Volume,1282222,1230990,1440394,1252362
Wisconsin,MIDWEST NATURAL GAS INC,Commercial Volume,553680,545750,650353,575106
Wisconsin,MIDWEST NATURAL GAS INC,Industrial Volume,776237,644420,716266,694189
Illinois,MIDWESTERN GAS TRANSMISSION COMPANY,Industrial Volume,,6242185,6769271,5129128
Illinois,MIDWESTERN GAS TRANSMISSION COMPANY,Electric Power Volume,1164582,5864722,7659065,12587289
Indiana,MIDWESTERN GAS TRANSMISSION COMPANY,Industrial Volume,4439026,4500704,4325816,4416018
Indiana,MIDWESTERN GAS TRANSMISSION COMPANY,Electric Power Volume,24080275,30098710,33300795,32048003
Kentucky,MIDWESTERN GAS TRANSMISSION COMPANY,Industrial Volume,,2525,3454,4942
Wyoming,MIGC INC,Commercial Volume,0,,,
Wyoming,MIGC INC,Industrial Volume,222509,205558,,
Missouri,MILAN MUNICIPAL NATURAL GAS SYSTEM,Residential Volume,46460,44806,48238,44799
Missouri,MILAN MUNICIPAL NATURAL GAS SYSTEM,Commercial Volume,34898,33420,41629,34810
Missouri,MILAN MUNICIPAL NATURAL GAS SYSTEM,Industrial Volume,534607,494131,491188,448709
Illinois,MILFORD VILLAGE OF,Residential Volume,50987,53123,54481,49314
Illinois,MILFORD VILLAGE OF,Commercial Volume,12473,14779,14447,12825
Illinois,MILFORD VILLAGE OF,Industrial Volume,9193,4172,8025,6442
Georgia,MILLEN CITY OF,Residential Volume,10588,12681,10361,21777
Georgia,MILLEN CITY OF,Commercial Volume,8504,10935,9730,4553
Georgia,MILLEN CITY OF,Industrial Volume,203350,282108,320523,262133
Kentucky,MILLENNIUM ENERGY INC,Residential Volume,1540,1736,1762,1408
Kentucky,MILLENNIUM ENERGY INC,Commercial Volume,23663,28469,29994,33585
Kentucky,MILLENNIUM ENERGY INC,Industrial Volume,91691,94740,95217,91570
New York,MILLENNIUM PIPELINE CO,Electric Power Volume,42053551,42200105,47041205,39230847
Florida,MILTON CITY OF,Residential Volume,74985,89712,85449,78198
Florida,MILTON CITY OF,Commercial Volume,135262,146832,153240,144050
Florida,MILTON CITY OF,Industrial Volume,85133,96068,105146,114253
Florida,MILTON CITY OF,Vehicle Fuel Volume,599,603,499,387
Oklahoma,MINCO GAS AUTH,Residential Volume,27724,27381,26869,25996
Oklahoma,MINCO GAS AUTH,Commercial Volume,9861,9949,10458,9953
Minnesota,MN ENERGY RES CORP,Residential Volume,18342288,17440052,19939539,17665317
Minnesota,MN ENERGY RES CORP,Commercial Volume,15413579,14517917,16180363,15200142
Minnesota,MN ENERGY RES CORP,Industrial Volume,52362226,57405478,55445732,58619470
Minnesota,MN ENERGY RES CORP,Electric Power Volume,2903697,3234141,2376192,2583156
Louisiana,MISSISSIPPI CANYON GAS PIPELINE LLC,Industrial Volume,,,,2103170
Mississippi,MISSISSIPPI NATURAL INC,Residential Volume,14465,16333,17302,14129
Mississippi,MISSISSIPPI NATURAL INC,Commercial Volume,15742,18344,17487,15980
Illinois,MISSISSIPPI RIVER TRANSMISSION CORP,Industrial Volume,44747423,41237272,45644564,46632993
Illinois,MISSISSIPPI RIVER TRANSMISSION CORP,Electric Power Volume,315,867,4,170509
Illinois,MOGAS PIPELINE LLC,Commercial Volume,,0,0,
Missouri,MOGAS PIPELINE LLC,Industrial Volume,51090,33754,23311,34100
California,MOJAVE PIPELINE CO LLC,Industrial Volume,20718890,12616139,7422105,13184103
California,MOJAVE PIPELINE CO LLC,Electric Power Volume,958073,3757091,1384191,4614665
Utah,MONA CITY,Residential Volume,48484,46611,49564,50002
Utah,MONA CITY,Commercial Volume,3064,3100,7209,6015
Utah,MONA CITY,Industrial Volume,11334,11798,8037,3221
Missouri,MONROE CITY GAS DEPT,Residential Volume,63346,62428,64344,69465
Missouri,MONROE CITY GAS DEPT,Commercial Volume,28436,29417,32960,33556
Missouri,MONROE CITY GAS DEPT,Industrial Volume,29405,32766,43906,56340
North Carolina,MONROE CITY OF,Residential Volume,399686,494628,450558,418325
North Carolina,MONROE CITY OF,Commercial Volume,403660,465072,451820,434953
North Carolina,MONROE CITY OF,Industrial Volume,1858060,2026077,2313030,2366311
North Carolina,MONROE CITY OF,Electric Power Volume,10314,6255,6818,8292
North Carolina,MONROE CITY OF,Vehicle Fuel Volume,15919,15795,13388,8150
Georgia,MONROE UTILITIES CITY OF,Residential Volume,131279,157658,164521,152932
Georgia,MONROE UTILITIES CITY OF,Commercial Volume,110547,148234,152114,153172
Georgia,MONROE UTILITIES CITY OF,Industrial Volume,15349,17556,17805,16771
Pennsylvania,MONROEVILLE LFG LLC,Commercial Volume,,,,427603
Montana,MONTANA DAKOTA UTILITIES CO,Residential Volume,5885526,5508805,6117605,5826547
Montana,MONTANA DAKOTA UTILITIES CO,Commercial Volume,3991268,3827287,4373857,4237047
Montana,MONTANA DAKOTA UTILITIES CO,Industrial Volume,3105937,3205173,4034307,2921725
Montana,MONTANA DAKOTA UTILITIES CO,Electric Power Volume,44599,286746,58167,201382
Montana,MONTANA DAKOTA UTILITIES CO,Vehicle Fuel Volume,114,30,23,17
North Dakota,MONTANA DAKOTA UTILITIES CO,Residential Volume,7914000,7328075,9170819,8624890
North Dakota,MONTANA DAKOTA UTILITIES CO,Commercial Volume,8027330,7512354,9430949,9066249
North Dakota,MONTANA DAKOTA UTILITIES CO,Industrial Volume,3941720,4181480,4557433,4743293
