Area,Company,Item,2020,2021,2022,2023
Louisiana,AMERICAN MIDSTREAM ONSHORE PPL LLC,Industrial Volume,983,,,
Louisiana,AMERICAN MIDSTREAM SIGCO INTRASTATE,Industrial Volume,2069334,,,
Louisiana,AMERICAN MIDSTREAM SIGCO INTRASTATE,Electric Power Volume,1007,,,
Georgia,AMERICUS CITY OF,Residential Volume,44919,52693,52910,49254
Georgia,AMERICUS CITY OF,Commercial Volume,106898,112954,92001,90125
Georgia,AMERICUS CITY OF,Industrial Volume,71906,66689,73989,62954
Georgia,ANDERSONVILLE CITY OF,Residential Volume,1214,1253,1021,1162
Georgia,ANDERSONVILLE CITY OF,Commercial Volume,176,180,146,131
Georgia,ANDERSONVILLE CITY OF,Industrial Volume,1714157,1899884,1882368,1470223
Pennsylvania,ANDREASSI GAS CO,Residential Volume,26812,,,
Pennsylvania,ANDREASSI GAS CO,Commercial Volume,7727,,,
Illinois,ANNA CITY OF,Residential Volume,86934,87447,94631,82534
Illinois,ANNA CITY OF,Commercial Volume,55776,65301,71077,74801
Illinois,ANNA CITY OF,Industrial Volume,66502,50857,65323,34231
Illinois,ANR PIPELINE COMPANY,Electric Power Volume,69955490,62592926,76641005,96099913
Indiana,ANR PIPELINE COMPANY,Electric Power Volume,3260815,3076084,2752030,2890993
Iowa,ANR PIPELINE COMPANY,Industrial Volume,31368826,25833859,30433859,26519514
Kentucky,ANR PIPELINE COMPANY,Industrial Volume,2568478,3054251,3156479,3157446
Louisiana,ANR PIPELINE COMPANY,Industrial Volume,5935,1171,1092,960
Louisiana,ANR PIPELINE COMPANY,Electric Power Volume,11327,9517,0,
Michigan,ANR PIPELINE COMPANY,Electric Power Volume,89124205,72687774,105776812,132466940
Mississippi,ANR PIPELINE COMPANY,Industrial Volume,229172,224392,282484,45099
Mississippi,ANR PIPELINE COMPANY,Electric Power Volume,47448,209196,0,
Missouri,ANR PIPELINE COMPANY,Industrial Volume,1021124,1130197,1307001,1263759
Missouri,ANR PIPELINE COMPANY,Electric Power Volume,84473,139503,242675,147263
Ohio,ANR PIPELINE COMPANY,Industrial Volume,15224,7,10328,2189707
Ohio,ANR PIPELINE COMPANY,Electric Power Volume,20295039,2891026,41488241,40039617
Oklahoma,ANR PIPELINE COMPANY,Industrial Volume,428912,400110,479635,348039
Tennessee,ANR PIPELINE COMPANY,Electric Power Volume,8228282,9893158,11707082,5087942
Wisconsin,ANR PIPELINE COMPANY,Industrial Volume,591614,566042,568555,566542
Wisconsin,ANR PIPELINE COMPANY,Electric Power Volume,32483042,60834571,65693774,77569822
Ohio,APEX LFG ENERGY LLC,Commercial Volume,,,,566239
Virginia,APPALACHIAN NATURAL GAS,Residential Volume,77297,82635,86590,73382
Virginia,APPALACHIAN NATURAL GAS,Commercial Volume,437136,474468,458876,436306
Virginia,APPALACHIAN NATURAL GAS,Industrial Volume,618743,686285,668389,624801
Virginia,APPALACHIAN NATURAL GAS,Electric Power Volume,3087439,1652363,1070377,1146878
Texas,APPLEBY NATURAL GAS,Residential Volume,66391,76454,30683,25686
Texas,APPLEBY NATURAL GAS,Commercial Volume,,,42595,44599
Texas,APPLEBY NATURAL GAS,Industrial Volume,,,,6604
Texas,APPLEBY NATURAL GAS,Other Volume,,,,0
Indiana,ARCHAEA ENERGY,Commercial Volume,,,,37643
California,ARCHAEA ENERGY INC,Vehicle Fuel Volume,,,64438,134858
Kansas,ARCHAEA ENERGY INC,Electric Power Volume,,,,735108
Kansas,ARCHAEA ENERGY INC,Vehicle Fuel Volume,,,667183,
Kentucky,ARCHAEA ENERGY INC,Commercial Volume,,,,159662
Kentucky,ARCHAEA ENERGY INC,Vehicle Fuel Volume,,,16980,
Michigan,ARCHAEA ENERGY INC,Vehicle Fuel Volume,,,1068061,521260
New York,ARCHAEA ENERGY INC,Commercial Volume,,,,1109373
New York,ARCHAEA ENERGY INC,Vehicle Fuel Volume,,,1068061,
Ohio,ARCHAEA ENERGY INC,Commercial Volume,,,,1196118
Ohio,ARCHAEA ENERGY INC,Vehicle Fuel Volume,,,1280429,
Oklahoma,ARCHAEA ENERGY INC,Commercial Volume,,,,1262994
Oklahoma,ARCHAEA ENERGY INC,Vehicle Fuel Volume,,,501039,
Pennsylvania,ARCHAEA ENERGY INC,Commercial Volume,,,,4528474
Pennsylvania,ARCHAEA ENERGY INC,Vehicle Fuel Volume,,,1280429,
Tennessee,ARCHAEA ENERGY INC,Vehicle Fuel Volume,,,1059756,1294054
Nebraska,ARCHAEA ENERGY LLC,Commercial Volume,,,,88415
Nebraska,ARCHAEA ENERGY LLC,Vehicle Fuel Volume,,,108914,
Minnesota,ARCHER DANIELS MIDLAND CO,Residential Volume,671,731,923,1504
Minnesota,ARCHER DANIELS MIDLAND CO,Industrial Volume,3235570,3264877,3204657,3119005
Kansas,ARGONIA CITY OF,Residential Volume,12900,12310,12613,11202
Kansas,ARGONIA CITY OF,Commercial Volume,3839,3485,3785,3542
Kansas,ARGONIA CITY OF,Industrial Volume,596,593,583,513
Minnesota,ARGYLE CITY OF,Residential Volume,18368,18436,19902,17552
Minnesota,ARGYLE CITY OF,Commercial Volume,9741,9456,12945,11045
Minnesota,ARGYLE CITY OF,Industrial Volume,21201,7482,9120,19631
Arkansas,ARKANSAS OKLAHOMA GAS CORPORATION,Residential Volume,2167317,2300093,2198229,2042002
Arkansas,ARKANSAS OKLAHOMA GAS CORPORATION,Commercial Volume,1763424,1855609,1873287,1763658
Arkansas,ARKANSAS OKLAHOMA GAS CORPORATION,Industrial Volume,3096297,3357016,3478880,3402764
Arkansas,ARKANSAS OKLAHOMA GAS CORPORATION,Vehicle Fuel Volume,13589,6920,8317,12757
Oklahoma,ARKANSAS OKLAHOMA GAS CORPORATION,Residential Volume,463421,495523,468562,433284
Oklahoma,ARKANSAS OKLAHOMA GAS CORPORATION,Commercial Volume,597690,654879,542211,529515
Oklahoma,ARKANSAS OKLAHOMA GAS CORPORATION,Industrial Volume,846455,841785,1021667,945512
Oklahoma,ARKANSAS OKLAHOMA GAS CORPORATION,Vehicle Fuel Volume,4226,5750,6230,2972
Kentucky,ARLINGTON CITY OF,Residential Volume,14467,16073,15594,12819
Kentucky,ARLINGTON CITY OF,Commercial Volume,,,3071,2367
Kentucky,ARLINGTON CITY OF,Industrial Volume,11002,10520,9348,32265
Mississippi,ARLINGTON ENERGY GROUP LLC,Industrial Volume,200445,128461,157541,182149
Ohio,ARLINGTON NAT GAS CO,Residential Volume,125458,124980,127859,114096
Ohio,ARLINGTON NAT GAS CO,Commercial Volume,52369,52284,55226,54759
Georgia,ASHBURN NAT GAS SYS,Residential Volume,8994,,,8802
Georgia,ASHBURN NAT GAS SYS,Commercial Volume,53379,,,21987
Georgia,ASHBURN NAT GAS SYS,Industrial Volume,19674,,,32188
Mississippi,ASHLAND TOWN OF,Residential Volume,26694,32169,36259,29424
Mississippi,ASHLAND TOWN OF,Commercial Volume,13786,16419,19317,16399
Mississippi,ASHLAND TOWN OF,Industrial Volume,2696,2688,2338,3346
Mississippi,ASHLAND TOWN OF,Other Volume,804,845,537,606
Alabama,ATHENS GAS DEPT CITY OF,Residential Volume,268935,305827,316056,294123
Alabama,ATHENS GAS DEPT CITY OF,Commercial Volume,400101,450330,462270,316423
Alabama,ATHENS GAS DEPT CITY OF,Industrial Volume,696905,707252,779946,974100
Alabama,ATHENS GAS DEPT CITY OF,Vehicle Fuel Volume,1520,2146,4796,9540
Tennessee,ATHENS UTILITIES BOARD,Residential Volume,199424,237032,218065,205589
Tennessee,ATHENS UTILITIES BOARD,Commercial Volume,181382,209229,211592,195832
Tennessee,ATHENS UTILITIES BOARD,Industrial Volume,333984,379582,408686,343526
Tennessee,ATHENS UTILITIES BOARD,Vehicle Fuel Volume,2365,2126,1767,1845
Georgia,ATLANTA GAS LT CO,Residential Volume,104449557,109755864,117984168,106568584
Georgia,ATLANTA GAS LT CO,Commercial Volume,39980697,41668031,43917202,39597893
Georgia,ATLANTA GAS LT CO,Industrial Volume,62080987,66867661,63374823,64849181
Georgia,ATLANTA GAS LT CO,Vehicle Fuel Volume,1367180,1353622,1224943,1265652
Colorado,ATMOS ENERGY,Residential Volume,7904641,7886246,8474826,8118878
Colorado,ATMOS ENERGY,Commercial Volume,4909146,5006878,5246609,5241647
Colorado,ATMOS ENERGY,Industrial Volume,5857704,6074982,6270525,6169080
Colorado,ATMOS ENERGY,Electric Power Volume,279286,246456,237407,291796
Kansas,ATMOS ENERGY,Residential Volume,9903591,9847225,10835127,9505534
Kansas,ATMOS ENERGY,Commercial Volume,3330818,3388859,4050626,3758651
Kansas,ATMOS ENERGY,Industrial Volume,6119827,6197354,6550038,6260650
Kentucky,ATMOS ENERGY,Residential Volume,9388740,9460813,10366611,8150378
Kentucky,ATMOS ENERGY,Commercial Volume,5606501,5995902,6406269,5488097
Kentucky,ATMOS ENERGY,Industrial Volume,31450801,33344266,34170235,32531770
Louisiana,ATMOS ENERGY,Residential Volume,11822876,13268363,13594232,10546392
Louisiana,ATMOS ENERGY,Commercial Volume,6941436,7617963,7932469,7110622
Louisiana,ATMOS ENERGY,Industrial Volume,29445711,24812998,26741247,29781151
Mississippi,ATMOS ENERGY,Residential Volume,11832815,12720873,13674664,10625448
Mississippi,ATMOS ENERGY,Commercial Volume,8376600,9037218,9492248,8174429
Mississippi,ATMOS ENERGY,Industrial Volume,15207936,15580020,16615132,16189282
Tennessee,ATMOS ENERGY,Residential Volume,7820984,8019547,8874736,7347013
Tennessee,ATMOS ENERGY,Commercial Volume,5243389,5604902,6011287,5378512
Tennessee,ATMOS ENERGY,Industrial Volume,13021330,13642634,14340096,13702549
Texas,ATMOS ENERGY,Residential Volume,96452979,96720969,109755970,89042466
Texas,ATMOS ENERGY,Commercial Volume,61317207,65277012,71043806,64969756
Texas,ATMOS ENERGY,Industrial Volume,130053300,131872660,136351475,128842750
Texas,ATMOS ENERGY,Electric Power Volume,66163351,62019035,69539699,88576096
Virginia,ATMOS ENERGY,Residential Volume,1072681,1094301,1160366,996588
Virginia,ATMOS ENERGY,Commercial Volume,1847069,1920552,1995808,1857891
Virginia,ATMOS ENERGY,Industrial Volume,7791958,7765913,8259578,7954207
Illinois,AUBURN CITY OF,Residential Volume,108956,97931,107381,87780
Illinois,AUBURN CITY OF,Commercial Volume,19543,18397,20602,16610
Illinois,AUBURN CITY OF,Industrial Volume,603,498,561,303
Kansas,AUBURN CITY OF,Residential Volume,66198,76332,70472,66403
Kansas,AUBURN CITY OF,Commercial Volume,22093,24889,25199,23250
Kentucky,AUGUSTA CITY OF,Residential Volume,27164,27897,30989,31679
Kentucky,AUGUSTA CITY OF,Commercial Volume,6280,6325,7361,7081
Kentucky,AUGUSTA CITY OF,Industrial Volume,9326,7915,6927,6748
Arkansas,AUGUSTA LT WTR GAS,Residential Volume,46510,47766,44704,34172
Indiana,AURORA UTIL SYS,Residential Volume,99655,102562,103538,93004
Indiana,AURORA UTIL SYS,Commercial Volume,72122,71001,68376,63295
Indiana,AURORA UTIL SYS,Industrial Volume,48266,45832,48143,42869
Georgia,AUSTELL NAT GAS SYS,Residential Volume,3219208,3645623,3416985,3198698
Georgia,AUSTELL NAT GAS SYS,Commercial Volume,889161,1025237,1007083,1022877
Georgia,AUSTELL NAT GAS SYS,Industrial Volume,1947718,1986662,1969098,1517972
Minnesota,AUSTIN UTILITIES,Residential Volume,778254,738152,834200,763812
Minnesota,AUSTIN UTILITIES,Commercial Volume,653740,603609,699120,685021
Minnesota,AUSTIN UTILITIES,Industrial Volume,1007011,1024702,1069177,1003826
Oklahoma,AVANT UTILITIES AUTH,Residential Volume,1572,2802,,
Oklahoma,AVANT UTILITIES AUTH,Commercial Volume,1044,1012,,
Idaho,AVISTA CORPORATION,Residential Volume,5339480,5407934,6029477,5540316
Idaho,AVISTA CORPORATION,Commercial Volume,3076090,3164261,3620945,3365217
Idaho,AVISTA CORPORATION,Industrial Volume,6958469,5619833,5398460,5369849
Oregon,AVISTA CORPORATION,Residential Volume,4844552,4833721,5042445,5034612
Oregon,AVISTA CORPORATION,Commercial Volume,3765685,3867011,4024892,4312313
Oregon,AVISTA CORPORATION,Industrial Volume,3996562,4467211,3755269,3615777
Washington,AVISTA CORPORATION,Residential Volume,10891867,10808791,12012190,10843000
Washington,AVISTA CORPORATION,Commercial Volume,8787143,8905455,10127238,9113342
Washington,AVISTA CORPORATION,Industrial Volume,4977540,4904423,5387876,5463387
Washington,AVISTA CORPORATION,Electric Power Volume,513920,646876,719756,917257
Kentucky,AXP ENERGY INC,Commercial Volume,,,23869,29835
Tennessee,AXP ENERGY INC,Commercial Volume,115464,232458,214373,129506
Virginia,AXP ENERGY INC,Commercial Volume,42947,47343,44807,27522
Kentucky,B AND H GAS CO INC,Residential Volume,11105,,,
Kentucky,B AND H GAS CO INC,Commercial Volume,4594,,,
Minnesota,BAGLEY PUBLIC UTILITIES,Residential Volume,34231,33460,41837,33137
Minnesota,BAGLEY PUBLIC UTILITIES,Commercial Volume,51542,50997,64997,50875
Georgia,BAINBRIDGE CITY OF,Residential Volume,10402,12618,19941,9657
Georgia,BAINBRIDGE CITY OF,Commercial Volume,45813,52229,50224,47345
Georgia,BAINBRIDGE CITY OF,Industrial Volume,131379,155118,173430,179151
Indiana,BAINBRIDGE MUNICIPAL GAS UTILITY,Residential Volume,16886,15389,16862,14503
Indiana,BAINBRIDGE MUNICIPAL GAS UTILITY,Commercial Volume,5189,5382,6340,6491
Louisiana,BAKER CITY OF,Residential Volume,105671,112088,111320,90802
Louisiana,BAKER CITY OF,Commercial Volume,33070,16770,28013,28801
Louisiana,BALDWIN TOWN OF,Residential Volume,11646,14547,13906,11826
Louisiana,BALDWIN TOWN OF,Commercial Volume,820,850,826,1394
Mississippi,BALDWYN MUN GAS SYS,Residential Volume,63389,70653,62658,62658
Mississippi,BALDWYN MUN GAS SYS,Commercial Volume,31024,34215,31917,31917
Mississippi,BALDWYN MUN GAS SYS,Industrial Volume,80892,87530,160168,86250
South Carolina,BAMBERG BD OF PUB WORKS,Residential Volume,28749,36108,30414,28755
South Carolina,BAMBERG BD OF PUB WORKS,Commercial Volume,25652,27339,30324,28003
South Carolina,BAMBERG BD OF PUB WORKS,Industrial Volume,20820,2493,11966,3163
Maine,BANGOR GAS COMPANY LLC,Residential Volume,738180,748785,775287,761413
Maine,BANGOR GAS COMPANY LLC,Commercial Volume,2201607,2266603,2358199,2342735
Maine,BANGOR GAS COMPANY LLC,Industrial Volume,1949158,1910028,1358787,799468
Kentucky,BARDWELL NAT GAS,Residential Volume,25685,34832,30657,25178
Kentucky,BARDWELL NAT GAS,Commercial Volume,7989,5011,6200,6997
Kentucky,BARDWELL NAT GAS,Industrial Volume,5155,5017,1565,2120
Kentucky,BARLOW MUN GAS CO,Residential Volume,11668,13424,13023,10466
Kentucky,BARLOW MUN GAS CO,Commercial Volume,,,9659,7230
Kentucky,BARLOW MUN GAS CO,Industrial Volume,11970,14471,1217,1413
Alaska,BARROW UTILITIES ELECTRIC COOP INC,Residential Volume,231099,226974,228094,210982
Alaska,BARROW UTILITIES ELECTRIC COOP INC,Commercial Volume,521418,514363,540320,534152
Alaska,BARROW UTILITIES ELECTRIC COOP INC,Electric Power Volume,753496,748176,745007,736544
Louisiana,BASILE TOWN OF,Residential Volume,3686,4196,5409,4213
Louisiana,BASILE TOWN OF,Commercial Volume,4743,5311,5003,7832
Louisiana,BASILE TOWN OF,Industrial Volume,975,588,1146,
Mississippi,BATESVILLE CITY OF,Residential Volume,56591,59260,75381,59727
Mississippi,BATESVILLE CITY OF,Commercial Volume,107568,114656,139006,114217
Mississippi,BATESVILLE CITY OF,Industrial Volume,175912,195003,109962,189318
Indiana,BATESVILLE GAS UTILITY,Residential Volume,166158,176626,178904,160336
Indiana,BATESVILLE GAS UTILITY,Commercial Volume,187591,196804,199847,185740
Indiana,BATESVILLE GAS UTILITY,Industrial Volume,199051,209654,194049,172894
New York,BATH ELECTRIC GAS AND WATER SYSTEMS,Residential Volume,142784,138636,148013,136101
New York,BATH ELECTRIC GAS AND WATER SYSTEMS,Commercial Volume,199276,194770,208118,194973
New York,BATH ELECTRIC GAS AND WATER SYSTEMS,Industrial Volume,11332,5819,6328,6102
Louisiana,BATON ROUGE RENEWABLE ENERGY LLC,Industrial Volume,346367,406174,422042,401001
Texas,BAY CITY GAS CO,Residential Volume,89287,98557,111070,81853
Texas,BAY CITY GAS CO,Commercial Volume,106073,107363,103901,85999
Texas,BAY CITY GAS CO,Industrial Volume,737154,1401628,1657888,1775671
Texas,BAY CITY GAS CO,Electric Power Volume,2622,4396,3076,3337
Alabama,BAY GAS STORAGE,Industrial Volume,12531324,14434079,13627410,14267502
